Chip Run Info,D:\Edoardo\1361334033 10 nM vinc untreated 48h\ChipRun.bml,1361334033,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,8/5/2016 9:08:11 AM,00:50:59,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S30-A79,untreated_high,Unknown,1,UGCG,Test,14.1310291003225,1,Pass,0.0233967033971152,82.3254875291895,999,1,
S30-A90,untreated_high,Unknown,1,LRP6,Test,19.1549383412054,1,Pass,0.0233967033971152,86.7608259167877,999,1,
S30-A89,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S30-A88,untreated_high,Unknown,1,B2M,Test,9.64315374976769,1,Pass,0.0233967033971152,85.6815054925435,999,1,
S30-A87,untreated_high,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S30-A86,untreated_high,Unknown,1,SLCO3A1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S30-A85,untreated_high,Unknown,1,SP1,Test,14.8563773327092,1,Pass,0.0233967033971152,86.7425250020213,999,1,
S30-A96,untreated_high,Unknown,1,LRP6,Test,18.6437747477868,1,Pass,0.0233967033971152,86.833581023886,999,1,
S30-A95,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S30-A94,untreated_high,Unknown,1,B2M,Test,9.62300440152833,1,Pass,0.0233967033971152,85.9071600373435,999,1,
S30-A93,untreated_high,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S30-A92,untreated_high,Unknown,1,SLCO3A1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S30-A91,untreated_high,Unknown,1,SP1,Test,14.9475986332628,1,Pass,0.0233967033971152,87.1300264220132,999,1,
S71-A01,untreated_low,Unknown,1,ACTB,Test,11.551190938082,0.95992555191411,Pass,0.0233967033971152,90.6884081963142,999,1,
S71-A02,untreated_low,Unknown,1,SP3,Test,12.2506954730699,1,Pass,0.0233967033971152,81.6330437629166,999,1,
S71-A03,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A04,untreated_low,Unknown,1,RSU1,Test,13.7515556022346,1,Pass,0.0233967033971152,82.9571292048982,999,1,
S71-A05,untreated_low,Unknown,1,IL8,Test,14.4839269649711,1,Pass,0.0233967033971152,82.7793000992886,999,1,
S71-A06,untreated_low,Unknown,1,FZD7,Test,17.061680024105,1,Pass,0.0233967033971152,81.0383702525905,999,1,
S71-A07,untreated_low,Unknown,1,ACTB,Test,11.4480184893805,0.953396138494004,Pass,0.0233967033971152,90.1240870582163,999,1,
S71-A08,untreated_low,Unknown,1,SP3,Test,12.2988765920925,1,Pass,0.0233967033971152,81.1853454182606,999,1,
S71-A09,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A10,untreated_low,Unknown,1,RSU1,Test,13.5766537632306,1,Pass,0.0233967033971152,82.7012675957933,999,1,
S71-A11,untreated_low,Unknown,1,IL8,Test,14.7689394878599,1,Pass,0.0233967033971152,82.5810457076905,999,1,
S71-A12,untreated_low,Unknown,1,FZD7,Test,17.387816168655,1,Pass,0.0233967033971152,80.8432985797831,999,1,
S71-A13,untreated_low,Unknown,1,ABCC4,Test,12.6418580414906,1,Pass,0.0233967033971152,80.7955968835587,999,1,
S71-A14,untreated_low,Unknown,1,YBX1,Test,7.04173666508151,1,Pass,0.0233967033971152,82.1220843935153,999,1,
S71-A15,untreated_low,Unknown,1,PRKCB,Test,14.2982686609034,1,Pass,0.0233967033971152,86.7756454735286,999,1,
S71-A16,untreated_low,Unknown,1,DDIT4,Test,15.9744209742442,1,Pass,0.0233967033971152,87.8614680482745,999,1,
S71-A17,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A18,untreated_low,Unknown,1,LRP5,Test,14.3738158054745,1,Pass,0.0233967033971152,84.1353094988474,999,1,
S71-A19,untreated_low,Unknown,1,ABCC4,Test,12.6367031384071,1,Pass,0.0233967033971152,80.6697873719795,999,1,
S71-A20,untreated_low,Unknown,1,YBX1,Test,6.96945742695998,1,Pass,0.0233967033971152,82.0294876957202,999,1,
S71-A21,untreated_low,Unknown,1,PRKCB,Test,14.6563779443533,1,Pass,0.0233967033971152,86.6247374420312,999,1,
S71-A22,untreated_low,Unknown,1,DDIT4,Test,15.9822411371224,1,Pass,0.0233967033971152,87.7301064327792,999,1,
S71-A23,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A24,untreated_low,Unknown,1,LRP5,Test,14.2229020422282,1,Pass,0.0233967033971152,84.0722363317963,999,1,
S71-A25,untreated_low,Unknown,1,ABCC5,Test,17.1532990255212,1,Pass,0.0233967033971152,84.216971850452,999,1,
S71-A26,untreated_low,Unknown,1,NFYA,Test,14.667009623495,1,Pass,0.0233967033971152,85.4207234957549,999,1,
S71-A27,untreated_low,Unknown,1,CSK,Test,12.4456057213981,1,Pass,0.0233967033971152,85.8503991774211,999,1,
S71-A28,untreated_low,Unknown,1,SCML2,Test,15.8912394192078,1,Pass,0.0233967033971152,81.7583077037065,999,1,
S71-A29,untreated_low,Unknown,1,GAPDH,Test,7.68271597296462,1,Pass,0.0233967033971152,87.6010730795168,999,1,
S71-A30,untreated_low,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A31,untreated_low,Unknown,1,ABCC5,Test,16.6103260403895,1,Pass,0.0233967033971152,84.1740617878423,999,1,
S71-A32,untreated_low,Unknown,1,NFYA,Test,14.5460151811806,1,Pass,0.0233967033971152,85.369383590458,999,1,
S71-A33,untreated_low,Unknown,1,CSK,Test,12.3259999994121,1,Pass,0.0233967033971152,85.826990744838,999,1,
S71-A34,untreated_low,Unknown,1,SCML2,Test,16.0846764932286,1,Pass,0.0233967033971152,81.7154946276638,999,1,
S71-A35,untreated_low,Unknown,1,GAPDH,Test,7.52927432205512,1,Pass,0.0233967033971152,87.4382189992857,999,1,
S71-A36,untreated_low,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A37,untreated_low,Unknown,1,WNK1,Test,14.3984319065925,1,Pass,0.0233967033971152,83.6594102234574,999,1,
S71-A38,untreated_low,Unknown,1,IL18,Test,17.6136755807008,1,Pass,0.0233967033971152,80.7976103817431,999,1,
S71-A39,untreated_low,Unknown,1,GCLC,Test,14.5185339130734,1,Pass,0.0233967033971152,83.32971564019,999,1,
S71-A40,untreated_low,Unknown,1,MAPK1,Test,12.9152144971055,1,Pass,0.0233967033971152,85.1693569942783,999,1,
S71-A41,untreated_low,Unknown,1,MYC,Test,9.0614479148201,1,Pass,0.0233967033971152,79.9639164303997,999,1,
S71-A42,untreated_low,Unknown,1,OCT4,Test,26.6214533770825,0,Fail,0.0233967033971152,999,999,0,
S71-A43,untreated_low,Unknown,1,WNK1,Test,14.2395810205288,1,Pass,0.0233967033971152,83.6321197505425,999,1,
S71-A44,untreated_low,Unknown,1,IL18,Test,17.8356588238868,1,Pass,0.0233967033971152,80.880380004375,999,1,
S71-A45,untreated_low,Unknown,1,GCLC,Test,14.5838949226481,1,Pass,0.0233967033971152,83.3235535754681,999,1,
S71-A46,untreated_low,Unknown,1,MAPK1,Test,12.7735576783417,1,Pass,0.0233967033971152,85.1661306705538,999,1,
S71-A47,untreated_low,Unknown,1,MYC,Test,9.1081508673145,1,Pass,0.0233967033971152,79.9348344945518,999,1,
S71-A48,untreated_low,Unknown,1,OCT4,Test,26.2817266626231,0,Fail,0.0233967033971152,999,999,0,
S71-A54,untreated_low,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A53,untreated_low,Unknown,1,MPO,Test,7.84266468371157,1,Pass,0.0233967033971152,88.138375799757,999,1,
S71-A52,untreated_low,Unknown,1,EZH1,Test,15.0943548306264,1,Pass,0.0233967033971152,82.346268538158,999,1,
S71-A51,untreated_low,Unknown,1,SLC7A7,Test,17.2881856670439,1,Pass,0.0233967033971152,81.1639123189887,999,1,
S71-A50,untreated_low,Unknown,1,BRD4,Test,12.3276596365215,1,Pass,0.0233967033971152,84.9696750023407,999,1,
S71-A49,untreated_low,Unknown,1,DVL2,Test,15.297359082686,1,Pass,0.0233967033971152,86.7166216031888,999,1,
S71-A60,untreated_low,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A59,untreated_low,Unknown,1,MPO,Test,7.84723113844805,1,Pass,0.0233967033971152,88.1356131772036,999,1,
S71-A58,untreated_low,Unknown,1,EZH1,Test,14.9985007446807,1,Pass,0.0233967033971152,82.4004244947477,999,1,
S71-A57,untreated_low,Unknown,1,SLC7A7,Test,17.6878542896745,1,Pass,0.0233967033971152,81.0860050647424,999,1,
S71-A56,untreated_low,Unknown,1,BRD4,Test,12.4007554087658,1,Pass,0.0233967033971152,84.966247737996,999,1,
S71-A55,untreated_low,Unknown,1,DVL2,Test,15.0662914511363,1,Pass,0.0233967033971152,86.7757656116469,999,1,
S71-A66,untreated_low,Unknown,1,MT2A,Test,11.7408769593652,1,Pass,0.0233967033971152,89.6594603590462,999,1,
S71-A65,untreated_low,Unknown,1,NOTCH1,Test,16.9465391374087,1,Pass,0.0233967033971152,89.7585991340327,999,1,
S71-A64,untreated_low,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A63,untreated_low,Unknown,1,KRAS,Test,15.1948121702353,1,Pass,0.0233967033971152,75.3255258378408,999,1,
S71-A62,untreated_low,Unknown,1,KMT2A,Test,14.3790170420562,1,Pass,0.0233967033971152,81.5913255381581,999,1,
S71-A61,untreated_low,Unknown,1,DAAM1,Test,17.1002661871609,1,Pass,0.0233967033971152,84.2240101899931,999,1,
S71-A72,untreated_low,Unknown,1,MT2A,Test,11.7801381818484,1,Pass,0.0233967033971152,89.620180599588,999,1,
S71-A71,untreated_low,Unknown,1,NOTCH1,Test,16.99127108527,1,Pass,0.0233967033971152,89.7751574779464,999,1,
S71-A70,untreated_low,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A69,untreated_low,Unknown,1,KRAS,Test,15.2415372366359,1,Pass,0.0233967033971152,75.3447559275754,999,1,
S71-A68,untreated_low,Unknown,1,KMT2A,Test,14.4137047244699,1,Pass,0.0233967033971152,81.618852377432,999,1,
S71-A67,untreated_low,Unknown,1,DAAM1,Test,17.2806241649505,1,Pass,0.0233967033971152,84.2676908277405,999,1,
S71-A78,untreated_low,Unknown,1,CTNNB,Test,14.6583369554703,1,Pass,0.0233967033971152,83.2336128399662,999,1,
S71-A77,untreated_low,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A76,untreated_low,Unknown,1,PPIA,Test,8.91530162730813,1,Pass,0.0233967033971152,84.1040355804625,999,1,
S71-A75,untreated_low,Unknown,1,RELA,Test,14.3513119013757,1,Pass,0.0233967033971152,85.4394514063919,999,1,
S71-A74,untreated_low,Unknown,1,SMYD3,Test,14.3666813254187,1,Pass,0.0233967033971152,81.9388187222208,999,1,
S71-A73,untreated_low,Unknown,1,UGCG,Test,17.7606028214827,1,Pass,0.0233967033971152,82.2515627199379,999,1,
S71-A84,untreated_low,Unknown,1,CTNNB,Test,14.4748771899483,1,Pass,0.0233967033971152,83.2822333592642,999,1,
S71-A83,untreated_low,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A82,untreated_low,Unknown,1,PPIA,Test,8.98997031201039,1,Pass,0.0233967033971152,84.1523000471606,999,1,
S71-A81,untreated_low,Unknown,1,RELA,Test,14.1960381330809,1,Pass,0.0233967033971152,85.6266213547581,999,1,
S71-A80,untreated_low,Unknown,1,SMYD3,Test,14.3910273680083,1,Pass,0.0233967033971152,81.9935570708375,999,1,
S71-A79,untreated_low,Unknown,1,UGCG,Test,17.3057717831633,1,Pass,0.0233967033971152,82.2927905826782,999,1,
S71-A90,untreated_low,Unknown,1,LRP6,Test,20.1532516591773,1,Pass,0.0233967033971152,86.3590488553025,999,1,
S71-A89,untreated_low,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A88,untreated_low,Unknown,1,B2M,Test,9.95698438960622,1,Pass,0.0233967033971152,85.6323785311783,999,1,
S71-A87,untreated_low,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A86,untreated_low,Unknown,1,SLCO3A1,Test,19.1087112913881,1,Pass,0.0233967033971152,83.9020260461149,999,1,
S71-A85,untreated_low,Unknown,1,SP1,Test,14.1052607406153,1,Pass,0.0233967033971152,86.7001473995418,999,1,
S71-A96,untreated_low,Unknown,1,LRP6,Test,19.9700206762744,1,Pass,0.0233967033971152,86.7848734451704,999,1,
S71-A95,untreated_low,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A94,untreated_low,Unknown,1,B2M,Test,10.0618972165715,1,Pass,0.0233967033971152,85.8735566289265,999,1,
S71-A93,untreated_low,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S71-A92,untreated_low,Unknown,1,SLCO3A1,Test,18.6179638482001,1,Pass,0.0233967033971152,84.1280068363857,999,1,
S71-A91,untreated_low,Unknown,1,SP1,Test,14.077388055573,1,Pass,0.0233967033971152,87.1254187871805,999,1,
S29-A01,untreated_high,Unknown,1,ACTB,Test,12.7350727110707,0.982779797672903,Pass,0.0233967033971152,90.6955219743947,999,1,
S29-A02,untreated_high,Unknown,1,SP3,Test,14.4747470000171,1,Pass,0.0233967033971152,81.6156286554252,999,1,
S29-A03,untreated_high,Unknown,1,SLCO2B1,Test,23.867898443912,1,Pass,0.0233967033971152,85.2213717713174,999,1,
S29-A04,untreated_high,Unknown,1,RSU1,Test,13.8080263265077,1,Pass,0.0233967033971152,82.9585084762457,999,1,
S29-A05,untreated_high,Unknown,1,IL8,Test,16.3868060515557,1,Pass,0.0233967033971152,80.3167692221018,999,1,
S29-A06,untreated_high,Unknown,1,FZD7,Test,16.5920095186519,1,Pass,0.0233967033971152,81.0111287213468,999,1,
S29-A07,untreated_high,Unknown,1,ACTB,Test,12.5242681196161,0.954188041530638,Pass,0.0233967033971152,90.0840253620779,999,1,
S29-A08,untreated_high,Unknown,1,SP3,Test,14.4266855016935,1,Pass,0.0233967033971152,81.1878730443973,999,1,
S29-A09,untreated_high,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A10,untreated_high,Unknown,1,RSU1,Test,13.8759545615785,1,Pass,0.0233967033971152,82.7142541319305,999,1,
S29-A11,untreated_high,Unknown,1,IL8,Test,16.3968310551684,1,Pass,0.0233967033971152,80.1201403298272,999,1,
S29-A12,untreated_high,Unknown,1,FZD7,Test,16.5776463212413,1,Pass,0.0233967033971152,80.8876479697332,999,1,
S29-A13,untreated_high,Unknown,1,ABCC4,Test,13.6738854211587,1,Pass,0.0233967033971152,80.801494518628,999,1,
S29-A14,untreated_high,Unknown,1,YBX1,Test,7.44664378966469,1,Pass,0.0233967033971152,82.1491163289819,999,1,
S29-A15,untreated_high,Unknown,1,PRKCB,Test,14.5093788725774,1,Pass,0.0233967033971152,86.7962769993619,999,1,
S29-A16,untreated_high,Unknown,1,DDIT4,Test,17.1248423448304,1,Pass,0.0233967033971152,87.9051571552759,999,1,
S29-A17,untreated_high,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A18,untreated_high,Unknown,1,LRP5,Test,15.2145967053059,1,Pass,0.0233967033971152,84.1232673360432,999,1,
S29-A19,untreated_high,Unknown,1,ABCC4,Test,13.6508418003069,1,Pass,0.0233967033971152,80.6898104061227,999,1,
S29-A20,untreated_high,Unknown,1,YBX1,Test,7.49045531444208,1,Pass,0.0233967033971152,82.0444921525368,999,1,
S29-A21,untreated_high,Unknown,1,PRKCB,Test,14.3674149134357,1,Pass,0.0233967033971152,86.7163898805329,999,1,
S29-A22,untreated_high,Unknown,1,DDIT4,Test,16.7359823350571,1,Pass,0.0233967033971152,87.8881729418582,999,1,
S29-A23,untreated_high,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A24,untreated_high,Unknown,1,LRP5,Test,15.0173483355649,1,Pass,0.0233967033971152,84.0667827126766,999,1,
S29-A25,untreated_high,Unknown,1,ABCC5,Test,19.2231279250044,1,Pass,0.0233967033971152,84.2796635797735,999,1,
S29-A26,untreated_high,Unknown,1,NFYA,Test,14.5310021592189,1,Pass,0.0233967033971152,85.5883567540166,999,1,
S29-A27,untreated_high,Unknown,1,CSK,Test,13.68664136504,1,Pass,0.0233967033971152,85.7598619646764,999,1,
S29-A28,untreated_high,Unknown,1,SCML2,Test,17.4659629066668,1,Pass,0.0233967033971152,81.7420299576571,999,1,
S29-A29,untreated_high,Unknown,1,GAPDH,Test,8.3403707139589,1,Pass,0.0233967033971152,87.6171107713977,999,1,
S29-A30,untreated_high,Unknown,1,APCDD1,Test,27.3746283197311,0,Fail,0.0233967033971152,999,999,0,
S29-A31,untreated_high,Unknown,1,ABCC5,Test,18.7526591015694,1,Pass,0.0233967033971152,84.183808754833,999,1,
S29-A32,untreated_high,Unknown,1,NFYA,Test,14.633059485025,1,Pass,0.0233967033971152,85.3993187681906,999,1,
S29-A33,untreated_high,Unknown,1,CSK,Test,13.764045562628,1,Pass,0.0233967033971152,85.7391824742508,999,1,
S29-A34,untreated_high,Unknown,1,SCML2,Test,17.522352425924,1,Pass,0.0233967033971152,81.6628612932205,999,1,
S29-A35,untreated_high,Unknown,1,GAPDH,Test,8.29168524975988,1,Pass,0.0233967033971152,87.5941767356653,999,1,
S29-A36,untreated_high,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A37,untreated_high,Unknown,1,WNK1,Test,14.5251695591001,1,Pass,0.0233967033971152,83.7304171486973,999,1,
S29-A38,untreated_high,Unknown,1,IL18,Test,16.4850544274977,1,Pass,0.0233967033971152,81.0077689294046,999,1,
S29-A39,untreated_high,Unknown,1,GCLC,Test,15.2432758329562,1,Pass,0.0233967033971152,83.5434469891507,999,1,
S29-A40,untreated_high,Unknown,1,MAPK1,Test,12.969152878691,1,Pass,0.0233967033971152,85.2034518930608,999,1,
S29-A41,untreated_high,Unknown,1,MYC,Test,8.20809427135047,1,Pass,0.0233967033971152,79.9190684367389,999,1,
S29-A42,untreated_high,Unknown,1,OCT4,Test,28.252243993951,0,Fail,0.0233967033971152,999,999,0,
S29-A43,untreated_high,Unknown,1,WNK1,Test,14.6330026338406,1,Pass,0.0233967033971152,83.7268806425299,999,1,
S29-A44,untreated_high,Unknown,1,IL18,Test,15.8468716724917,1,Pass,0.0233967033971152,80.9888986202653,999,1,
S29-A45,untreated_high,Unknown,1,GCLC,Test,14.9888398338418,1,Pass,0.0233967033971152,83.3901093229642,999,1,
S29-A46,untreated_high,Unknown,1,MAPK1,Test,12.8094992500068,1,Pass,0.0233967033971152,85.2003903092491,999,1,
S29-A47,untreated_high,Unknown,1,MYC,Test,8.14038763735847,1,Pass,0.0233967033971152,79.9129058465497,999,1,
S29-A48,untreated_high,Unknown,1,OCT4,Test,28.484845739945,0,Fail,0.0233967033971152,999,999,0,
S29-A54,untreated_high,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A53,untreated_high,Unknown,1,MPO,Test,6.65792151871347,1,Pass,0.0233967033971152,88.2027601906824,999,1,
S29-A52,untreated_high,Unknown,1,EZH1,Test,18.0905658653113,1,Pass,0.0233967033971152,82.3841002948428,999,1,
S29-A51,untreated_high,Unknown,1,SLC7A7,Test,16.7381658305458,1,Pass,0.0233967033971152,81.2142155095893,999,1,
S29-A50,untreated_high,Unknown,1,BRD4,Test,11.7423221255875,1,Pass,0.0233967033971152,85.020213033744,999,1,
S29-A49,untreated_high,Unknown,1,DVL2,Test,15.4565663127013,1,Pass,0.0233967033971152,86.8155335811928,999,1,
S29-A60,untreated_high,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A59,untreated_high,Unknown,1,MPO,Test,6.60600114505792,1,Pass,0.0233967033971152,88.1977870215114,999,1,
S29-A58,untreated_high,Unknown,1,EZH1,Test,17.6637560195411,1,Pass,0.0233967033971152,82.4390951719662,999,1,
S29-A57,untreated_high,Unknown,1,SLC7A7,Test,16.900144342412,1,Pass,0.0233967033971152,81.2119829141443,999,1,
S29-A56,untreated_high,Unknown,1,BRD4,Test,11.9903837695077,1,Pass,0.0233967033971152,85.0203366096799,999,1,
S29-A55,untreated_high,Unknown,1,DVL2,Test,15.3108353194979,1,Pass,0.0233967033971152,86.8384540135421,999,1,
S29-A66,untreated_high,Unknown,1,MT2A,Test,12.6358452511864,1,Pass,0.0233967033971152,89.6838342073874,999,1,
S29-A65,untreated_high,Unknown,1,NOTCH1,Test,19.2644850183648,1,Pass,0.0233967033971152,89.7423578757256,999,1,
S29-A64,untreated_high,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A63,untreated_high,Unknown,1,KRAS,Test,13.2585707967965,1,Pass,0.0233967033971152,75.3943090536999,999,1,
S29-A62,untreated_high,Unknown,1,KMT2A,Test,16.6220408931856,1,Pass,0.0233967033971152,81.6700014738977,999,1,
S29-A61,untreated_high,Unknown,1,DAAM1,Test,16.3189524021256,1,Pass,0.0233967033971152,84.3953369657976,999,1,
S29-A72,untreated_high,Unknown,1,MT2A,Test,12.6979237073812,1,Pass,0.0233967033971152,89.683069573374,999,1,
S29-A71,untreated_high,Unknown,1,NOTCH1,Test,18.4896622401663,1,Pass,0.0233967033971152,89.7744645010959,999,1,
S29-A70,untreated_high,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A69,untreated_high,Unknown,1,KRAS,Test,13.3945103452364,1,Pass,0.0233967033971152,75.3662604893521,999,1,
S29-A68,untreated_high,Unknown,1,KMT2A,Test,16.7812950593005,1,Pass,0.0233967033971152,81.6356719586113,999,1,
S29-A67,untreated_high,Unknown,1,DAAM1,Test,16.1891374318031,1,Pass,0.0233967033971152,84.3688541217292,999,1,
S29-A78,untreated_high,Unknown,1,CTNNB,Test,13.66113554155,1,Pass,0.0233967033971152,83.298354138114,999,1,
S29-A77,untreated_high,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A76,untreated_high,Unknown,1,PPIA,Test,9.50162452970758,1,Pass,0.0233967033971152,84.1421558581579,999,1,
S29-A75,untreated_high,Unknown,1,RELA,Test,13.1424738365302,1,Pass,0.0233967033971152,85.6516008655593,999,1,
S29-A74,untreated_high,Unknown,1,SMYD3,Test,14.9749896971085,1,Pass,0.0233967033971152,83.3860593395254,999,1,
S29-A73,untreated_high,Unknown,1,UGCG,Test,17.6199578487679,1,Pass,0.0233967033971152,82.2607775198139,999,1,
S29-A84,untreated_high,Unknown,1,CTNNB,Test,13.6956724389791,1,Pass,0.0233967033971152,83.3368244179961,999,1,
S29-A83,untreated_high,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A82,untreated_high,Unknown,1,PPIA,Test,9.4734109294353,1,Pass,0.0233967033971152,84.1817045360879,999,1,
S29-A81,untreated_high,Unknown,1,RELA,Test,13.1998349824492,1,Pass,0.0233967033971152,85.7074321390387,999,1,
S29-A80,untreated_high,Unknown,1,SMYD3,Test,15.0997515014535,1,Pass,0.0233967033971152,83.6080731303863,999,1,
S29-A79,untreated_high,Unknown,1,UGCG,Test,18.5237827643353,1,Pass,0.0233967033971152,82.3575957796823,999,1,
S29-A90,untreated_high,Unknown,1,LRP6,Test,22.219520502551,1,Pass,0.0233967033971152,86.7561109829802,999,1,
S29-A89,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A88,untreated_high,Unknown,1,B2M,Test,10.2729007015758,1,Pass,0.0233967033971152,85.6657961447591,999,1,
S29-A87,untreated_high,Unknown,1,MAP3K14,Test,17.1686447866861,1,Pass,0.0233967033971152,84.1584192065879,999,1,
S29-A86,untreated_high,Unknown,1,SLCO3A1,Test,16.6333845485093,1,Pass,0.0233967033971152,83.9415095154221,999,1,
S29-A85,untreated_high,Unknown,1,SP1,Test,15.3167641008705,1,Pass,0.0233967033971152,86.7706471374396,999,1,
S29-A96,untreated_high,Unknown,1,LRP6,Test,22.0430682624398,1,Pass,0.0233967033971152,86.8515611042697,999,1,
S29-A95,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S29-A94,untreated_high,Unknown,1,B2M,Test,10.1802249997981,1,Pass,0.0233967033971152,85.8883913966173,999,1,
